filename,width,height,class,xmin,ymin,xmax,ymax
algal_leaf_in_tea122_jpg.rf.28d7a367c2af58fe7757125e77395f0c.jpg,320,320,Algal Leaf,41,42,226,321
algal_leaf_in_tea122_jpg.rf.ecac105f02e7ba036ee6336ef51fd40c.jpg,320,320,Algal Leaf,41,42,226,321
algal_leaf_in_tea123_jpg.rf.460b7119b47457905e4894a5aff788d9.jpg,320,320,Algal Leaf,59,31,230,265
algal_leaf_in_tea124_jpg.rf.13f3088bc85e5c55a3216403f6449c72.jpg,320,320,Algal Leaf,48,1,321,297
algal_leaf_in_tea124_jpg.rf.70ed2ed661bc99c35ae47ff73b8e5098.jpg,320,320,Algal Leaf,48,1,321,297
algal_leaf_in_tea124_jpg.rf.7ffebbd26cf9c15f637fa610b1bdb185.jpg,320,320,Algal Leaf,48,1,321,297
algal_leaf_in_tea125_jpg.rf.c4783df1ff9309aeca3c5eed0679c90c.jpg,320,320,Algal Leaf,77,12,264,279
algal_leaf_in_tea126_jpg.rf.0bbd9bd3b3b690bcb5cfcfcc1779ea53.jpg,320,320,Algal Leaf,76,41,261,307
algal_leaf_in_tea126_jpg.rf.9084e4a9f273522cc3dc8c9adc211c2f.jpg,320,320,Algal Leaf,76,41,261,307
algal_leaf_in_tea127_jpg.rf.28986c6b53b43c623ab75e3dd9cd9828.jpg,320,320,Algal Leaf,129,17,244,190
algal_leaf_in_tea127_jpg.rf.37e52fa453c872623b2655fcec6ee88e.jpg,320,320,Algal Leaf,129,17,244,190
algal_leaf_in_tea127_jpg.rf.d6ae2bcc3eea288eebeb3bc988a92b82.jpg,320,320,Algal Leaf,129,17,244,190
algal_leaf_in_tea128_jpg.rf.1c9af144059bd32758451f0f45aaeaa4.jpg,320,320,Algal Leaf,102,1,270,295
algal_leaf_in_tea128_jpg.rf.245760a2a06b114a86da4231c5cacef7.jpg,320,320,Algal Leaf,103,1,270,295
algal_leaf_in_tea128_jpg.rf.d3ea1f49aeb1a3a59646881a70eb8665.jpg,320,320,Algal Leaf,102,1,270,295
algal_leaf_in_tea129_jpg.rf.1dff49d0cba5919d2a7f4a1d8714c153.jpg,320,320,Algal Leaf,105,24,270,321
algal_leaf_in_tea129_jpg.rf.2f72b47961b5d71d5c5b244fbf2d7b23.jpg,320,320,Algal Leaf,105,24,270,321
algal_leaf_in_tea129_jpg.rf.f186d910eb530df9e41d07a853b0b8b3.jpg,320,320,Algal Leaf,105,24,270,321
algal_leaf_in_tea12_jpg.rf.84891ab86e663ec2970b5b9e4230fb1e.jpg,320,320,Algal Leaf,73,46,268,309
algal_leaf_in_tea12_jpg.rf.dcbceeefd9dfbf1db9dde6b091837ef6.jpg,320,320,Algal Leaf,73,46,268,309
algal_leaf_in_tea130_jpg.rf.728874fb1d7f5b2c3e7c0d4aecca6504.jpg,320,320,Algal Leaf,46,37,250,316
algal_leaf_in_tea130_jpg.rf.ed8ee261f8b2ecb71119c41e0bb849ab.jpg,320,320,Algal Leaf,46,37,250,316
algal_leaf_in_tea130_jpg.rf.f20731fba4bd20bae818a2365cb157c7.jpg,320,320,Algal Leaf,46,37,250,316
algal_leaf_in_tea131_jpg.rf.3a11a4b6c94fca9e2ed1bb21365a4796.jpg,320,320,Algal Leaf,91,48,249,288
algal_leaf_in_tea132_jpg.rf.11d324d3cc97edb7a64c11fbfff32df2.jpg,320,320,Algal Leaf,73,35,231,271
algal_leaf_in_tea133_jpg.rf.07d6994d89c4adbb5e88f5a1389e3e79.jpg,320,320,Algal Leaf,71,50,234,284
algal_leaf_in_tea133_jpg.rf.370dd9cab041f7a45b6af3f3d723b776.jpg,320,320,Algal Leaf,71,50,234,284
algal_leaf_in_tea134_jpg.rf.d40014b3f2289d5360e68a78718fb467.jpg,320,320,Algal Leaf,69,51,241,321
algal_leaf_in_tea136_jpg.rf.589059dd1121969a172e8d5046896154.jpg,320,320,Algal Leaf,96,1,255,319
algal_leaf_in_tea136_jpg.rf.fca6057865de329f1049c97d14fd1c34.jpg,320,320,Algal Leaf,96,1,255,319
algal_leaf_in_tea136_jpg.rf.fea56da0b914c0301d498f1522ddd258.jpg,320,320,Algal Leaf,96,1,255,319
algal_leaf_in_tea137_jpg.rf.66a678be36d34b0cd53a250a2a232390.jpg,320,320,Algal Leaf,70,3,229,321
algal_leaf_in_tea137_jpg.rf.f78017479984d7c87cbc9d4be66ab6ae.jpg,320,320,Algal Leaf,70,3,229,321
algal_leaf_in_tea138_jpg.rf.0170e846f0f228aa24166359709f810b.jpg,320,320,Algal Leaf,65,5,228,318
algal_leaf_in_tea138_jpg.rf.0b2b8cbc87b55a22f49265f3cbe4b405.jpg,320,320,Algal Leaf,65,5,228,318
algal_leaf_in_tea138_jpg.rf.1c7ac4a45f0003c3a775922e28906fde.jpg,320,320,Algal Leaf,65,5,228,318
algal_leaf_in_tea139_jpg.rf.01fd591a7245f62df223df453d6a8b1d.jpg,320,320,Algal Leaf,82,50,256,321
algal_leaf_in_tea139_jpg.rf.5c15770dea11b6bea949516e7c02ea87.jpg,320,320,Algal Leaf,82,50,256,321
algal_leaf_in_tea139_jpg.rf.bf97dce83f78f323b20d72d122fbb1d8.jpg,320,320,Algal Leaf,82,50,256,321
algal_leaf_in_tea13_jpg.rf.91f6edcd9b3b8169b0c0af849d2f848e.jpg,320,320,Algal Leaf,57,11,252,276
algal_leaf_in_tea13_jpg.rf.ebbd2d483f3b7282325e33df2cbe52b6.jpg,320,320,Algal Leaf,57,11,252,276
algal_leaf_in_tea140_jpg.rf.9848aca61434b4ff22dc86320a5cc468.jpg,320,320,Algal Leaf,73,40,221,321
algal_leaf_in_tea140_jpg.rf.ce505a082791734ab529d7b5e07d626d.jpg,320,320,Algal Leaf,73,40,221,321
algal_leaf_in_tea140_jpg.rf.e97cef0f78b1e994ff274ee39d6e0db2.jpg,320,320,Algal Leaf,73,40,221,321
algal_leaf_in_tea141_jpg.rf.8233e5ba35a297766acf1bfffa82713d.jpg,320,320,Algal Leaf,102,2,249,285
algal_leaf_in_tea142_jpg.rf.881a9c77b1c2826a4da8caee902519b0.jpg,320,320,Algal Leaf,103,40,251,321
algal_leaf_in_tea143_jpg.rf.af0dfd84e7dd3843fa7f6dbbe415c8fb.jpg,320,320,Algal Leaf,73,23,234,305
algal_leaf_in_tea144_jpg.rf.65aa8e75148ed57fe1d4bc9691ef9c83.jpg,320,320,Algal Leaf,90,16,254,302
algal_leaf_in_tea144_jpg.rf.dfee38c1bed852457a83c171870318b7.jpg,320,320,Algal Leaf,90,16,254,303
algal_leaf_in_tea145_jpg.rf.0b285dd3e9e2888b955ad0c0de8ce525.jpg,320,320,Algal Leaf,89,20,256,307
algal_leaf_in_tea145_jpg.rf.14d286e01de44aba0aa8bfe3135000d0.jpg,320,320,Algal Leaf,89,20,256,307
algal_leaf_in_tea145_jpg.rf.5f4c939269f2085f0dfddc2009781205.jpg,320,320,Algal Leaf,89,20,255,307
algal_leaf_in_tea146_jpg.rf.4e4c86b6b5379d60513ddf0391127236.jpg,320,320,Algal Leaf,90,17,215,307
algal_leaf_in_tea146_jpg.rf.a35afc982638499adc70e58df469d958.jpg,320,320,Algal Leaf,90,16,215,307
algal_leaf_in_tea146_jpg.rf.c8810c120fd93f255e0e5c09e065a98b.jpg,320,320,Algal Leaf,90,17,215,307
algal_leaf_in_tea147_jpg.rf.1ca5ef03f3aa99b0db091afddc46c452.jpg,320,320,Algal Leaf,107,17,229,306
algal_leaf_in_tea147_jpg.rf.3234df53be4b66cb7703fdc7f1adc2b9.jpg,320,320,Algal Leaf,107,17,229,307
algal_leaf_in_tea147_jpg.rf.55de9183e6e4a21c744090f53e8b8fee.jpg,320,320,Algal Leaf,107,17,229,306
algal_leaf_in_tea148_jpg.rf.0dda722ab61c225ca81ac075305caa26.jpg,320,320,Algal Leaf,106,16,227,307
algal_leaf_in_tea148_jpg.rf.fa752f732b4bc42561f4a0625ec66e2d.jpg,320,320,Algal Leaf,106,16,227,307
algal_leaf_in_tea149_jpg.rf.8513b49341ce532100c8a0cc9e98ff2f.jpg,320,320,Algal Leaf,55,46,198,318
algal_leaf_in_tea149_jpg.rf.9c212cd8dfa7e88aa01bd8957070dc8f.jpg,320,320,Algal Leaf,55,46,198,318
algal_leaf_in_tea149_jpg.rf.cb23ebf7a0a690d4eca193d6458a7754.jpg,320,320,Algal Leaf,55,46,198,318
algal_leaf_in_tea14_jpg.rf.35c610874e431f04df33a80a667d179f.jpg,320,320,Algal Leaf,58,46,251,312
algal_leaf_in_tea150_jpg.rf.54a640b86dcb15fa0322e5fc11c79e53.jpg,320,320,Algal Leaf,126,9,269,275
algal_leaf_in_tea151_jpg.rf.99c8abc58df0f48b2497d8a3bbe0f9c4.jpg,320,320,Algal Leaf,79,17,195,190
algal_leaf_in_tea151_jpg.rf.f7bebe96eddecd31ab7c2658d161b27e.jpg,320,320,Algal Leaf,78,17,195,190
algal_leaf_in_tea152_jpg.rf.848d3cf1840384f1e50295ac06af6b56.jpg,320,320,Algal Leaf,81,107,192,277
algal_leaf_in_tea152_jpg.rf.b4dd4254fd7ef130f5ffe7ee582379e2.jpg,320,320,Algal Leaf,81,107,192,277
algal_leaf_in_tea153_jpg.rf.a98803f89b3c5e15333f877a1655fb7a.jpg,320,320,Algal Leaf,134,44,244,215
algal_leaf_in_tea153_jpg.rf.bdaab4d4118901a1cef2bec1acf65991.jpg,320,320,Algal Leaf,134,44,244,215
algal_leaf_in_tea154_jpg.rf.1bfb5744a8bd8363066f3a3524045e25.jpg,320,320,Algal Leaf,49,33,270,321
algal_leaf_in_tea154_jpg.rf.c4d20fa8c4eee5b988b84892819b2911.jpg,320,320,Algal Leaf,49,33,270,321
algal_leaf_in_tea155_jpg.rf.47aad235a2941ba240ca41563ad9f597.jpg,320,320,Algal Leaf,53,1,278,292
algal_leaf_in_tea155_jpg.rf.dedc69024c071090bea1e76e4c136b44.jpg,320,320,Algal Leaf,53,1,278,292
algal_leaf_in_tea156_jpg.rf.bcdaf8a51d64b86e5436895302bc54e0.jpg,320,320,Algal Leaf,52,31,276,321
algal_leaf_in_tea157_jpg.rf.476285541189dfbb1d5ff5abac88ec23.jpg,320,320,Algal Leaf,60,92,246,257
algal_leaf_in_tea157_jpg.rf.9032d53b7f2668f901ef9c37b64388e3.jpg,320,320,Algal Leaf,60,92,246,257
algal_leaf_in_tea157_jpg.rf.e5ac7455b2bc9da8619914f6f2d87565.jpg,320,320,Algal Leaf,60,92,246,257
algal_leaf_in_tea158_jpg.rf.aa66184db25cdc93b36590bcf0399a27.jpg,320,320,Algal Leaf,67,52,238,307
algal_leaf_in_tea158_jpg.rf.d5cddd2fd508371804ad25ee3c683640.jpg,320,320,Algal Leaf,67,52,238,307
algal_leaf_in_tea158_jpg.rf.de3010ed0857be7b15afc0ce323bc80e.jpg,320,320,Algal Leaf,67,52,238,307
algal_leaf_in_tea159_jpg.rf.58d0f6d76659fc85ef9ae44afba92688.jpg,320,320,Algal Leaf,83,15,258,270
algal_leaf_in_tea159_jpg.rf.7fef6ddad2274a0260b4265e7583d237.jpg,320,320,Algal Leaf,83,15,257,270
algal_leaf_in_tea15_jpg.rf.d15874daa46701885fca1dc1b170034f.jpg,320,320,Algal Leaf,36,29,228,312
algal_leaf_in_tea160_jpg.rf.0770740c10c182fc4050468f71f964aa.jpg,320,320,Algal Leaf,83,37,251,237
algal_leaf_in_tea160_jpg.rf.d95bbdc4af575942c73e5ee6d44c0ee2.jpg,320,320,Algal Leaf,83,37,251,237
algal_leaf_in_tea161_jpg.rf.183b699877607452167c18f2830a99cc.jpg,320,320,Algal Leaf,77,66,217,306
algal_leaf_in_tea161_jpg.rf.ccf8967e581ce3f63eb273f1b41aafc8.jpg,320,320,Algal Leaf,76,66,217,306
algal_leaf_in_tea161_jpg.rf.daadfe3333b2a860d1018dbfad0e5fa2.jpg,320,320,Algal Leaf,76,66,217,306
algal_leaf_in_tea162_jpg.rf.76fac1dde49f2673dc6973178247f924.jpg,320,320,Algal Leaf,123,52,266,220
algal_leaf_in_tea162_jpg.rf.90f51e7722f9c940461597998cc5cb82.jpg,320,320,Algal Leaf,123,52,266,220
algal_leaf_in_tea163_jpg.rf.654765304f9b1a708782cde15e2c27cc.jpg,320,320,Algal Leaf,123,23,267,321
algal_leaf_in_tea163_jpg.rf.75df14f35a16bfb74751106f048e6d15.jpg,320,320,Algal Leaf,123,23,267,321
algal_leaf_in_tea163_jpg.rf.fe59b832454ea299def5343ac88aff36.jpg,320,320,Algal Leaf,123,23,267,321
algal_leaf_in_tea164_jpg.rf.0edc819c427ac7c872a01032433c8a07.jpg,320,320,Algal Leaf,80,28,210,283
algal_leaf_in_tea164_jpg.rf.871bc299de5e301421b65406cbdbd584.jpg,320,320,Algal Leaf,80,28,210,283
algal_leaf_in_tea164_jpg.rf.bbfee42662b07b83d35961fe6252cc96.jpg,320,320,Algal Leaf,80,28,210,283
algal_leaf_in_tea165_jpg.rf.27e5e634688182244d40ab624634b801.jpg,320,320,Algal Leaf,83,48,233,299
algal_leaf_in_tea165_jpg.rf.4fbbe3c605107f52929166e6206764a5.jpg,320,320,Algal Leaf,83,48,234,299
algal_leaf_in_tea166_jpg.rf.9617d8993cdee508bfe29af7f0ea9568.jpg,320,320,Algal Leaf,89,21,241,272
algal_leaf_in_tea167_jpg.rf.282285b2f992be68434749faf70a00d0.jpg,320,320,Algal Leaf,92,51,241,299
algal_leaf_in_tea167_jpg.rf.3e2c40ceab7361a5e3617fc84f97b679.jpg,320,320,Algal Leaf,92,51,241,299
algal_leaf_in_tea167_jpg.rf.ac88e94ae5fd25efae065eef0261500c.jpg,320,320,Algal Leaf,92,51,241,299
algal_leaf_in_tea168_jpg.rf.35e2e7209404c9032f82a71975df387b.jpg,320,320,Algal Leaf,82,83,232,295
algal_leaf_in_tea168_jpg.rf.bc6f5fce57a201028cdf9a77df722c46.jpg,320,320,Algal Leaf,82,83,232,295
algal_leaf_in_tea168_jpg.rf.dfcc7b2e3ffb4e564e80ef7de639b71e.jpg,320,320,Algal Leaf,82,83,232,295
algal_leaf_in_tea169_jpg.rf.5e4a3c7bacacae01263de4184d0b599b.jpg,320,320,Algal Leaf,80,26,232,239
algal_leaf_in_tea169_jpg.rf.b1c2e007ed39ee508989c494ed9beb8f.jpg,320,320,Algal Leaf,80,26,232,239
algal_leaf_in_tea169_jpg.rf.df9a28f2ff379f187c1fcd4da422aacf.jpg,320,320,Algal Leaf,80,26,232,239
algal_leaf_in_tea16_jpg.rf.5bad4552717a0e0af96faea9d09bfb8c.jpg,320,320,Algal Leaf,93,10,289,293
algal_leaf_in_tea16_jpg.rf.7f4aa5d647c18713dc56c419fce51911.jpg,320,320,Algal Leaf,93,10,289,293
algal_leaf_in_tea16_jpg.rf.ade81b3ee5c648c2118795925a5408b8.jpg,320,320,Algal Leaf,93,10,289,293
algal_leaf_in_tea170_jpg.rf.29fb5c0e356711bcce343c648f856199.jpg,320,320,Algal Leaf,62,51,242,263
algal_leaf_in_tea171_jpg.rf.0d5d3f2999a3d1f2039b3388255686ea.jpg,320,320,Algal Leaf,80,57,260,268
algal_leaf_in_tea171_jpg.rf.95a21bec992e61d3b538ebd498e37864.jpg,320,320,Algal Leaf,80,57,260,268
algal_leaf_in_tea172_jpg.rf.06ede5cd1cd5880860252af5f59df948.jpg,320,320,Algal Leaf,80,52,262,263
algal_leaf_in_tea172_jpg.rf.68b4dc844e2bafd2e2d0a2a2ce4bc49d.jpg,320,320,Algal Leaf,80,52,262,263
algal_leaf_in_tea172_jpg.rf.fc8aa41e87437112ffadb3fdc5c793b1.jpg,320,320,Algal Leaf,80,52,262,263
algal_leaf_in_tea173_jpg.rf.872a5a056627d25ac516a098446b3e5f.jpg,320,320,Algal Leaf,101,30,321,283
algal_leaf_in_tea173_jpg.rf.dd2b8e704842865fab289061856f3779.jpg,320,320,Algal Leaf,101,30,321,282
algal_leaf_in_tea174_jpg.rf.21b1bade034bc8737c60f30f6f9cfed9.jpg,320,320,Algal Leaf,2,41,222,291
algal_leaf_in_tea174_jpg.rf.9d10b553577291a5a6fb3d2b4a816b4d.jpg,320,320,Algal Leaf,2,41,222,290
algal_leaf_in_tea174_jpg.rf.ce9cecacc10d9dc1ed369f9fb0bbc345.jpg,320,320,Algal Leaf,2,41,222,291
algal_leaf_in_tea175_jpg.rf.4e5882320192719b24df43ae533b5ce9.jpg,320,320,Algal Leaf,1,29,222,282
algal_leaf_in_tea175_jpg.rf.50a868be198feca13255136959f3ea13.jpg,320,320,Algal Leaf,1,29,222,282
algal_leaf_in_tea175_jpg.rf.642fe0a38111e1e9efd2b41cc6279d5b.jpg,320,320,Algal Leaf,1,29,222,282
algal_leaf_in_tea176_jpg.rf.7918d9a8a11243bb4438793106880f9e.jpg,320,320,Algal Leaf,147,1,259,282
algal_leaf_in_tea176_jpg.rf.7fb09926bb964906835114e12834a264.jpg,320,320,Algal Leaf,147,1,258,282
algal_leaf_in_tea176_jpg.rf.82d210dd48d53fd99577e36f6d69faf8.jpg,320,320,Algal Leaf,147,1,259,282
algal_leaf_in_tea177_jpg.rf.d519a9131f17dce12240bd8abd1e2f42.jpg,320,320,Algal Leaf,65,38,179,321
algal_leaf_in_tea178_jpg.rf.7117051f63e1529abe2bc6f7114e131c.jpg,320,320,Algal Leaf,41,67,209,296
algal_leaf_in_tea179_jpg.rf.a9fce3df631a470ab576445a24a6f5b0.jpg,320,320,Algal Leaf,85,73,270,293
algal_leaf_in_tea179_jpg.rf.b069d263dc6c372b82dd748d96a14a9d.jpg,320,320,Algal Leaf,85,73,270,293
algal_leaf_in_tea179_jpg.rf.d0008d738f15e2820235413f02951c8a.jpg,320,320,Algal Leaf,85,73,270,293
algal_leaf_in_tea17_jpg.rf.3f543290c647b09e6a5febd1aacc8ee3.jpg,320,320,Algal Leaf,95,28,286,311
algal_leaf_in_tea17_jpg.rf.a7478d1099ad967af0c7eff885ff672d.jpg,320,320,Algal Leaf,95,28,286,311
algal_leaf_in_tea17_jpg.rf.ded611af8a426f650d6df9d2eca39397.jpg,320,320,Algal Leaf,95,28,286,311
algal_leaf_in_tea180_jpg.rf.d1983f9eb1b3ffb751be172324ff88f8.jpg,320,320,Algal Leaf,57,81,242,321
algal_leaf_in_tea181_jpg.rf.4945fc0bc0ac5b2506bdbc7cd7f1cac0.jpg,320,320,Algal Leaf,84,3,270,235
algal_leaf_in_tea181_jpg.rf.8e29ddf0a08a0a9786b1e75a4fd7f8ec.jpg,320,320,Algal Leaf,84,3,270,235
algal_leaf_in_tea181_jpg.rf.951e37acca6a5303ca9fa7a8da13770b.jpg,320,320,Algal Leaf,84,3,270,235
algal_leaf_in_tea182_jpg.rf.8908e07c4e9a0874457d3baa6ef5c32f.jpg,320,320,Algal Leaf,66,23,235,285
algal_leaf_in_tea182_jpg.rf.db20101f57da41e05f13c0a8faff2e9e.jpg,320,320,Algal Leaf,66,23,234,285
algal_leaf_in_tea183_jpg.rf.a95460034cb08d369ec839fdaf5c1a39.jpg,320,320,Algal Leaf,107,16,249,255
algal_leaf_in_tea183_jpg.rf.ab0117511ee012b473ada13e4c88c227.jpg,320,320,Algal Leaf,107,16,249,255
algal_leaf_in_tea183_jpg.rf.bc1e1957ae4a684c715bb0eff3de56b2.jpg,320,320,Algal Leaf,107,16,249,255
algal_leaf_in_tea185_jpg.rf.a2d8389f2db0bb3b205aae8af6050acd.jpg,320,320,Algal Leaf,126,95,321,321
algal_leaf_in_tea185_jpg.rf.cbdc6448231045ebf1964dfcac2a7fe6.jpg,320,320,Algal Leaf,126,95,321,321
algal_leaf_in_tea186_jpg.rf.0cefce8e64b32866170d3b3e101c07f4.jpg,320,320,Algal Leaf,81,81,190,235
algal_leaf_in_tea186_jpg.rf.84f73a6f7dfc274e73cfa6c77f5f5dce.jpg,320,320,Algal Leaf,81,81,190,235
algal_leaf_in_tea186_jpg.rf.c7f7add8f5fc7b1a175570bb79c7d000.jpg,320,320,Algal Leaf,81,81,190,235
algal_leaf_in_tea187_jpg.rf.a5665d65319019d390e65be86e4ef4fc.jpg,320,320,Algal Leaf,132,82,247,244
algal_leaf_in_tea187_jpg.rf.e0e28a3a311f477a5cb6a2c02b596e99.jpg,320,320,Algal Leaf,132,82,247,244
algal_leaf_in_tea187_jpg.rf.ee44588aae74283d34f8b5640b4ef3c0.jpg,320,320,Algal Leaf,132,82,247,244
algal_leaf_in_tea188_jpg.rf.27c43b5bcf9ec2d52596e44531f85ea5.jpg,320,320,Algal Leaf,132,78,244,239
algal_leaf_in_tea188_jpg.rf.3c764a5d4cc43545e3160d0db2569714.jpg,320,320,Algal Leaf,132,78,244,239
algal_leaf_in_tea188_jpg.rf.97d736675d92957623d4c9a224ab1677.jpg,320,320,Algal Leaf,132,78,244,239
algal_leaf_in_tea189_jpg.rf.c51ad1f56de592ab7c3b636d383c8c17.jpg,320,320,Algal Leaf,87,50,240,283
algal_leaf_in_tea189_jpg.rf.d4c2c36f7a64d192f25419d5f07a9f37.jpg,320,320,Algal Leaf,87,50,240,283
algal_leaf_in_tea189_jpg.rf.f329c71def90769b970a6617b867438d.jpg,320,320,Algal Leaf,87,50,240,284
algal_leaf_in_tea190_jpg.rf.48accef12fc8ed1d898e81af761cb0c7.jpg,320,320,Algal Leaf,83,38,234,273
